-3.039810000000000012e-01,1.260239999999999928e-03,-1.025640000000000024e-01,2.333330000000000126e-02,-1.116729999999999945e-01,1.906420000000000059e-01,1.272109999999999908e-01,1.584629999999999928e-01,-3.600269999999999859e-01,-1.618989999999999874e-01,1.000000000000000000e+01
-3.114750000000000019e-01,2.520479999999999943e-01,-5.415379999999999638e-01,2.172219999999999984e-01,-7.579589999999999939e-02,3.999369999999999870e-01,1.707480000000000109e-01,8.550240000000000062e-01,1.232029999999999931e-02,-7.509749999999999481e-01,8.000000000000000000e+00
4.941450000000000009e-01,1.868299999999999961e-01,6.205129999999999674e-02,-2.816670000000000007e-01,1.222840000000000038e-01,-4.922540000000000249e-01,-2.265310000000000101e-01,-1.820630000000000026e-01,1.095140000000000002e-02,1.371910000000000074e-01,3.000000000000000000e+00
-4.637000000000000011e-01,-4.732199999999999740e-01,7.948719999999999397e-02,7.155559999999999699e-01,1.359269999999999923e-01,5.510589999999999655e-01,3.884349999999999747e-01,-3.405259999999999954e-01,-5.065019999999999939e-02,-4.752930000000000210e-01,0.000000000000000000e+00
-9.592509999999999648e-01,1.320099999999999885e-01,1.000000000000000000e+00,7.850000000000000311e-01,-6.518440000000000345e-02,-6.800509999999999611e-01,-4.619050000000000100e-01,2.090360000000000135e-02,1.451060000000000128e-01,3.914170000000000149e-01,0.000000000000000000e+00
-8.552689999999999459e-01,8.160049999999999804e-01,-1.384619999999999948e-02,-5.150000000000000133e-01,-8.084890000000000826e-03,-6.598169999999999868e-01,6.183670000000000000e-01,-2.346590000000000065e-01,-5.160850000000000160e-01,3.250979999999999981e-01,9.000000000000000000e+00
-7.962529999999999608e-02,2.822939999999999894e-01,-1.692309999999999925e-01,-3.311109999999999887e-01,-8.489140000000000574e-02,3.951940000000000314e-02,6.061220000000000496e-01,-8.631149999999999933e-02,2.327169999999999933e-02,-3.946680000000000188e-01,6.000000000000000000e+00
-2.187350000000000128e-01,-1.603650000000000075e-01,-3.502560000000000118e-01,1.711110000000000131e-01,-3.137949999999999906e-01,5.270310000000000272e-01,-2.122449999999999892e-01,6.527309999999999501e-01,2.279259999999999897e-01,-2.340700000000000072e-02,8.000000000000000000e+00
-3.124120000000000230e-01,5.447389999999999732e-01,-1.728210000000000024e-01,-6.561109999999999998e-01,-8.287010000000000209e-02,6.408470000000000555e-01,5.074830000000000174e-01,2.528659999999999797e-01,-2.525669999999999860e-01,-2.230169999999999930e-01,7.000000000000000000e+00
-1.634660000000000002e-01,-5.545049999999999979e-02,-5.179489999999999789e-02,6.566670000000000007e-01,-4.512379999999999725e-01,2.899149999999999783e-01,-3.877549999999999747e-02,7.201619999999999688e-01,4.791239999999999943e-01,-2.373210000000000042e-01,8.000000000000000000e+00
